Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
MKFG,Markforged Holding Corporation,Technology ,,332340000.0,33300000.0,96800000.0,1.42,1.35,,,374.0,Yes,Yes,1.9,9.63,,,3.43,1.3,1.37,,8.2,8.7,0.0,0.0,-5.08,0.19,-0.21,-0.08,136.6,17.9,-,,,-40.2,112.5,Nov 09 Ae6C,-18.46,2.2,0.0,85.0,1.88,9.7,13.3,-25.0,55.0,-89.2,34.4,0.0,-39.9,188100000.0,161690000.0,3.4,6.76,3.64,1.72 - 7.68,-76.06,6.98,42.5,0.59,813630.0,479870.0,-0.54,-8.0,-8.0,-50.27,-71.56,-65.74,,0.15,6.36 7.25,1.93,1.84,-4.66
MLNK,"MeridianLink, Inc.",Technology ,,1350000000.0,-17800000.0,277100000.0,7.17,1.25,,,622.0,Yes,Yes,2.0,,36.2,,4.87,2.35,13.45,15.54,3.1,3.1,0.74,0.74,-0.94,-0.26,0.47,0.08,-54.9,17.09,,,,6.6,218.1,Aug 09 Ae6C,-2.07,2.6,-6.61,73.8,0.52,-1.7,-3.2,2.3,63.6,4.6,-6.4,,-4.64,80420000.0,64740000.0,2.01,9.37,21.0,13.81 - 26.40,-36.1,22.16,47.64,0.56,138700.0,77546.0,-3.6,6.37,0.54,-5.49,-32.38,-21.83,,0.6,4.07 3.65,17.0,16.87,-0.76
MMC,"Marsh & McLennan Companies, Inc.",Financial ,S&P 500,77890000000.0,3390000000.0,20840000000.0,19.21,1.61,2.36,1.51,83000.0,Yes,Yes,2.6,23.47,21.07,2.67,3.74,8.14,97.11,43.66,1.0,1.0,1.19,1.09,1.67,6.67,7.43,1.4,55.6,9.75,,12.7,8.5,4.1,3.7,Oct 20 e9e6O,-2.15,0.12,-0.48,92.2,0.04,10.1,32.1,14.9,,22.0,16.3,32.5,-1.63,498000000.0,494810000.0,0.86,2.65,173.93,142.80 - 183.14,-14.57,9.56,51.2,1.04,1600000.0,1662516.0,0.37,3.35,0.41,-8.88,-7.74,-9.99,0.89,3.89,2.29 2.45,154.93,156.45,0.98
MMS,"Maximus, Inc.",Industrials ,,3360000000.0,186800000.0,4560000000.0,24.7,1.58,1.12,1.98,35800.0,Yes,Yes,2.0,18.92,16.87,1.51,0.74,2.3,35.84,10.14,1.5,1.5,0.97,0.94,-1.61,3.0,3.36,0.69,37.8,13.9,,11.6,12.1,-9.5,-66.5,Nov 21 Ae6C,-5.27,0.8,0.07,,0.18,4.5,12.3,10.6,19.4,6.1,4.1,37.3,-16.31,61610000.0,59960000.0,3.03,4.88,76.0,54.46 - 86.76,-34.66,4.09,43.9,0.94,372010.0,348729.0,-1.85,-3.44,-11.88,-25.97,-32.68,-28.84,0.7,1.58,2.78 2.64,57.43,56.69,-1.29
MNDY,monday.com Ltd.,Technology ,,4320000000.0,-173800000.0,410800000.0,14.24,,,,1064.0,Yes,Yes,1.9,,,,10.52,6.89,,,3.2,3.2,0.0,0.0,-8.68,-3.82,-1.98,-0.54,22.0,28.4,-,,,75.2,-35.9,Aug 08 e9e6O,-16.97,32.69,0.0,63.3,0.37,-18.4,-25.6,-18.3,87.0,-42.5,-42.3,,-28.52,45080000.0,30560000.0,8.45,4.31,171.06,85.75 - 450.00,-78.19,14.47,40.87,0.52,598480.0,311414.0,4.61,-17.81,3.49,-32.54,-74.12,-68.2,,8.17,6.82 7.33,99.52,98.16,-1.37
MNST,Monster Beverage Corporation,Consumer Defensive ,S&P 500,47160000000.0,1230000000.0,6010000000.0,12.88,4.72,,,4092.0,Yes,Yes,2.2,39.37,30.05,2.78,7.85,7.0,19.1,82.45,3.5,4.3,0.0,0.0,0.98,2.29,3.0,0.59,-2.4,29.83,,16.7,12.7,13.2,-32.2,Aug 04 Ae6C,0.75,0.2,-23.38,67.5,0.19,15.5,18.5,20.9,51.8,27.1,20.4,0.0,2.71,528620000.0,373730000.0,1.87,2.72,100.58,71.78 - 99.81,-9.72,25.55,52.55,0.84,2570000.0,2151426.0,0.82,3.47,-6.03,3.96,6.35,-6.17,0.9,2.33,2.69 2.63,87.59,90.11,2.88
MNTV,Momentive Global Inc.,Technology ,,1060000000.0,-130300000.0,469200000.0,1.85,1.45,,,1600.0,Yes,Yes,2.3,,23.71,,2.25,3.97,5.05,87.44,0.9,0.9,0.68,0.67,20.01,-0.87,0.31,0.04,-28.0,133.08,,-6.1,16.4,9.9,3.9,Nov 03 Ae6C,9.88,2.3,22.73,82.6,1.27,-14.6,-40.1,-20.0,81.1,-25.5,-27.8,,-38.61,148650000.0,127010000.0,3.03,1.77,12.75,5.14 - 25.00,-70.6,43.14,62.93,0.67,2170000.0,1453093.0,19.71,30.32,-14.93,-58.31,-69.84,-65.25,1.42,0.48,6.61 6.13,7.65,7.35,-3.92
MO,"Altria Group, Inc.",Consumer Defensive ,S&P 500,80080000000.0,1740000000.0,25480000000.0,-1.33,1.46,3.76,8.28,6000.0,Yes,Yes,2.6,46.72,9.01,10.97,3.14,,31.2,51.37,0.4,0.5,,,5.17,0.97,5.04,1.3,-44.6,3.85,,-28.8,0.2,-5.7,-57.7,Oct 27 e9e6O,3.22,0.07,0.0,60.4,0.29,4.5,-99.0,35.6,55.0,45.1,6.8,370.3,-6.11,1810000000.0,1800000000.0,1.04,2.2,48.7,40.35 - 57.05,-20.4,12.54,59.65,0.99,8480000.0,8426838.0,1.84,8.95,2.88,-17.78,-5.83,-4.18,0.65,1.08,2.10 2.37,44.48,45.41,2.09
MODN,"Model N, Inc.",Technology ,,1310000000.0,-26600000.0,212500000.0,3.6,5.02,,,982.0,Yes,Yes,1.9,,46.64,,6.18,9.94,7.12,49.57,2.7,2.7,1.0,1.0,4.85,-0.73,0.77,0.19,-108.7,8.64,-,7.1,12.6,10.2,23.3,Nov 08 Ae6C,11.26,3.4,-4.93,99.3,-0.12,-7.3,-20.5,-6.1,55.7,-4.9,-12.5,,31.57,36940000.0,36180000.0,7.09,15.16,35.86,20.95 - 37.25,-3.97,70.74,68.95,0.6,169200.0,100716.0,5.36,12.34,45.11,34.73,7.87,19.11,0.62,1.05,2.65 3.33,35.8,35.77,-0.08
MOS,The Mosaic Company,Basic Materials ,S&P 500,17590000000.0,3250000000.0,16550000000.0,32.69,2.5,0.6,1.14,12525.0,Yes,Yes,2.5,5.98,4.98,0.67,1.06,1.61,20.96,11.44,0.6,1.3,0.34,0.29,4.78,8.78,10.54,3.42,153.6,-18.29,,38.2,11.5,91.8,150.1,Aug 01 Ae6C,-0.93,0.1,-2.25,90.5,-0.53,14.4,29.3,12.6,32.0,27.8,19.7,4.7,-3.22,359500000.0,344270000.0,3.26,2.31,65.31,33.59 - 79.28,-33.79,56.27,53.19,0.68,4860000.0,3316688.0,8.79,8.16,5.7,-17.48,24.95,33.6,1.57,2.5,4.10 4.44,53.1,52.49,-1.15
MPC,Marathon Petroleum Corporation,Energy ,S&P 500,54560000000.0,8180000000.0,160800000000.0,49.45,27.21,2.32,2.08,17700.0,Yes,Yes,1.9,7.53,8.83,0.34,0.34,2.25,4.1,6.22,1.1,1.5,1.02,0.98,6.97,14.81,12.63,6.95,111.9,-45.9,,-1.8,13.8,81.6,,Nov 01 e9e6O,10.26,0.1,-33.84,80.9,0.25,9.0,31.2,7.5,12.3,8.1,5.1,15.6,24.51,532000000.0,496930000.0,3.12,3.52,125.93,59.55 - 114.35,-2.53,87.17,64.58,0.61,4410000.0,2686750.0,5.78,21.88,26.72,32.28,65.08,74.18,1.61,3.73,2.60 3.57,111.38,111.46,0.07
MPWR,"Monolithic Power Systems, Inc.",Technology ,S&P 500,14770000000.0,335700000.0,1500000000.0,30.49,18.19,3.0,0.91,2773.0,Yes,Yes,1.8,47.5,23.32,1.9,9.86,10.86,18.19,57.91,3.8,5.2,0.0,0.0,-5.57,6.97,14.19,3.5,44.5,12.62,,32.1,25.5,57.2,105.6,Oct 27 Ae6C,-20.14,4.0,-5.18,96.3,0.8,20.4,26.0,18.7,58.1,26.3,22.4,35.2,-22.48,46670000.0,45480000.0,4.44,3.05,527.67,301.69 - 580.00,-42.93,9.71,38.22,0.98,662660.0,648713.0,4.69,-10.84,-21.59,-21.22,-35.22,-32.91,1.15,19.13,5.44 5.43,332.83,330.99,-0.55
MQ,"Marqeta, Inc.",Technology ,,3790000000.0,-187800000.0,639700000.0,2.82,3.13,,,789.0,Yes,Yes,2.4,,,,5.93,2.52,2.28,153.56,7.6,7.6,0.0,0.0,0.02,-0.35,-0.3,-0.09,-402.4,23.1,-,,,52.7,35.5,Nov 09 Ae6C,-3.63,4.31,-0.4,76.9,-1.51,-10.5,-12.1,-10.3,45.0,-29.9,-29.4,,-25.76,544700000.0,426480000.0,5.69,3.32,10.88,6.05 - 37.90,-81.21,17.69,48.5,1.29,7320000.0,9471973.0,2.89,5.64,-18.25,-27.05,-71.98,-58.53,,0.54,8.53 6.81,7.48,7.12,-4.81
MRK,"Merck & Co., Inc.",Healthcare ,DJIA S&P500,239630000000.0,16640000000.0,57170000000.0,17.09,4.12,2.76,2.83,68000.0,Yes,Yes,2.2,14.85,13.03,1.37,4.19,5.7,23.66,31.57,1.1,1.4,0.73,0.66,8.3,6.56,7.47,1.72,173.5,1.77,,28.2,4.1,28.0,225.1,Oct 27 e9e6O,9.54,0.1,0.0,76.1,0.04,16.1,41.9,15.5,70.8,33.0,29.0,41.5,13.01,2530000000.0,2530000000.0,0.81,2.44,102.05,71.50 - 95.96,1.47,36.18,72.65,1.37,8350000.0,11402223.0,3.45,12.2,6.66,13.96,19.99,27.05,0.34,1.95,2.05 1.86,95.67,97.37,1.78
MRNA,"Moderna, Inc.",Healthcare ,S&P 500,48010000000.0,14050000000.0,23000000000.0,45.42,21.88,,,2700.0,Yes,Yes,2.5,4.06,14.64,,2.09,2.93,6.08,5.21,1.7,2.0,0.04,0.04,6.23,32.8,9.09,3.41,-7.9,-64.6,-,111.1,179.4,9.1,-18.7,Nov 03 e9e6O,-1.15,5.4,-11.52,64.3,0.17,56.6,94.8,81.9,82.3,68.0,61.1,0.0,-12.0,396000000.0,353880000.0,4.47,3.23,210.14,115.03 - 376.65,-64.68,15.64,52.87,0.84,4900000.0,4098718.0,-4.47,7.59,-17.33,-11.56,-59.26,-47.63,1.69,7.74,6.56 5.33,128.32,133.02,3.66
MRO,Marathon Oil Corporation,Energy ,S&P 500,19340000000.0,3100000000.0,7330000000.0,16.4,1.77,0.32,1.09,1531.0,Yes,Yes,2.4,6.99,7.05,0.38,2.64,1.8,16.64,5.93,1.1,1.2,0.35,0.32,12.66,4.22,4.18,1.22,165.5,-13.61,,19.8,10.1,101.8,5937.5,Nov 02 Ae6C,14.78,0.2,-15.24,78.9,0.23,17.6,28.0,7.5,91.8,42.1,42.3,6.9,21.1,703000000.0,676310000.0,3.18,1.53,32.08,14.29 - 33.24,-11.33,106.17,65.65,0.67,14070000.0,9494027.0,8.59,34.57,28.63,22.08,77.74,79.48,2.43,1.23,3.66 4.59,29.15,29.47,1.1
MRVL,"Marvell Technology, Inc.",Technology ,,31510000000.0,-217800000.0,5520000000.0,18.25,0.75,0.24,0.63,6729.0,Yes,Yes,1.8,,13.71,,5.71,2.1,51.07,44.45,0.9,1.4,0.3,0.25,-7.6,-0.26,2.8,0.59,-27.4,21.48,,-41.4,14.2,41.0,101.5,Aug 25 Ae6C,-16.73,0.2,-5.05,85.6,-0.11,-1.0,-1.4,-1.4,50.9,2.0,-3.9,,-33.25,850900000.0,847590000.0,2.11,1.69,72.37,35.30 - 93.85,-59.09,8.75,38.72,1.27,10590000.0,13400480.0,1.37,-11.32,-22.41,-36.74,-42.11,-56.12,1.47,2.44,6.05 5.87,39.54,38.39,-2.91
MSFT,Microsoft Corporation,Technology ,DJIA S&P500,1798500000000.0,72740000000.0,198270000000.0,22.29,14.4,2.72,1.1,221000.0,Yes,Yes,1.7,25.64,20.93,1.73,9.07,11.09,17.17,38.25,1.7,1.8,0.39,0.37,4.34,9.64,11.81,2.3,19.8,17.85,,24.3,15.5,12.4,2.8,Oct 25 Ae6C,-2.41,0.08,-2.22,71.9,-0.03,21.0,45.4,31.3,68.4,42.0,36.7,24.9,-10.01,7470000000.0,7430000000.0,0.47,1.36,323.15,219.13 - 349.67,-29.29,12.83,55.26,0.97,25630000.0,24841829.0,4.09,3.92,-1.85,-11.92,-20.03,-26.48,0.96,7.53,3.00 2.99,242.12,247.25,2.12
MSTR,MicroStrategy Incorporated,Technology ,,2110000000.0,-1319200000.0,503900000.0,-16.55,7.82,,,2158.0,Yes,Yes,2.0,,131.63,,4.19,,30.4,56.87,0.8,0.8,,,6.8,-117.62,1.8,0.27,-284.7,103.3,,-54.4,-0.1,-2.6,-206.1,Nov 01 Ae6C,-0.65,0.1,,75.3,-0.33,-41.4,-249.3,-16.2,80.7,,,,-24.09,11300000.0,7380000.0,45.29,5.98,500.67,134.09 - 891.38,-73.34,77.19,54.95,0.63,558280.0,350713.0,7.45,24.11,-0.02,-44.49,-66.93,-56.36,2.2,16.53,7.10 7.33,232.62,237.6,2.14
MTCH,"Match Group, Inc.",Communication Services ,S&P 500,11950000000.0,111300000.0,3200000000.0,-1.59,1.68,,,2500.0,Yes,Yes,2.1,124.75,20.69,5.82,3.73,,25.28,23.59,1.3,1.3,,,-9.32,0.34,2.06,0.41,-55.9,48.13,,6.6,21.7,12.2,-124.8,Nov 01 Ae6C,-20.87,0.4,1.34,99.2,-0.58,2.3,-52.5,11.6,70.5,20.3,3.5,0.0,-47.49,285130000.0,281230000.0,3.81,3.09,78.04,40.23 - 174.50,-75.62,5.74,34.4,0.96,3460000.0,3318787.0,-4.02,-10.06,-37.85,-48.42,-74.88,-67.83,0.89,2.46,5.22 4.72,43.0,42.54,-1.07
MTDR,Matador Resources Company,Energy ,,7560000000.0,1040000000.0,2550000000.0,21.41,2.03,0.4,0.6,286.0,Yes,Yes,2.1,7.68,6.61,0.74,2.97,3.12,32.82,4.79,1.3,1.3,0.0,0.52,14.83,8.69,10.1,2.5,196.1,-6.14,,45.8,44.5,164.1,289.6,Oct 25 Ae6C,14.47,0.5,0.03,94.0,0.05,23.4,50.5,20.9,76.9,57.3,40.9,2.0,26.43,118100000.0,111080000.0,7.8,6.85,71.25,33.49 - 67.78,-1.58,99.19,64.45,0.93,1260000.0,1174274.0,7.63,35.07,30.06,30.6,52.51,80.69,3.58,3.05,4.46 5.07,67.32,66.71,-0.91
MTLS,Materialise NV,Technology ,,582060000.0,14100000.0,215400000.0,3.89,2.94,,,2332.0,Yes,Yes,2.4,43.6,73.9,,2.7,2.68,3.54,30.47,2.1,2.3,0.39,0.29,-2.8,0.24,0.14,0.0,275.3,252.5,-,41.3,12.4,14.6,-75.0,Oct 27 e9e6O,-8.75,2.37,0.0,28.9,-2.88,3.5,6.2,3.5,57.3,3.9,6.5,0.0,-33.46,59060000.0,8000000.0,8.97,4.37,18.83,10.00 - 27.55,-62.18,4.2,43.47,0.92,164280.0,151480.0,-3.43,-2.62,-23.61,-44.01,-53.0,-56.35,0.76,0.59,6.70 5.01,10.88,10.42,-4.23
MTRX,Matrix Service Company,Energy ,,117530000.0,-63800000.0,707800000.0,8.5,1.98,,,2810.0,Yes,Yes,1.5,,9.33,,0.17,0.52,2.24,,1.6,1.6,0.07,0.07,8.99,-2.39,0.47,-0.27,-73.1,570.0,,-13.46,-10.0,14.8,205.7,Oct 07 e9e6O,-8.82,4.2,0.0,85.8,0.37,-14.6,-26.8,-38.5,-0.2,-12.4,-9.0,,-27.58,26790000.0,26030000.0,0.69,1.52,12.5,3.31 - 11.76,-62.33,33.84,52.5,0.49,118460.0,58492.0,9.38,17.2,-17.66,-35.8,-57.03,-41.09,1.67,0.28,4.66 7.21,4.29,4.43,3.26
MTTR,"Matterport, Inc.",Technology ,,925550000.0,-321700000.0,111700000.0,2.23,1.7,,,485.0,Yes,Yes,2.4,,,,8.29,1.48,1.94,,10.1,10.2,0.0,0.0,-11.99,-1.51,-0.38,-0.13,-692.1,20.8,,,,-3.4,-58.4,Aug 10 Ae6C,-22.34,1.4,-63.76,45.8,-0.22,-46.2,-72.9,-55.0,43.9,,,,-45.44,283400000.0,272410000.0,9.97,6.49,7.92,3.29 - 37.60,-91.22,0.36,34.74,0.79,4190000.0,3299042.0,-10.33,-11.76,-14.95,-46.52,-82.94,-84.01,,0.24,7.06 6.29,3.44,3.3,-4.07
MU,"Micron Technology, Inc.",Technology ,S&P 500,58580000000.0,8690000000.0,30760000000.0,45.49,8.96,0.46,0.82,48000.0,Yes,Yes,2.2,7.27,14.42,,1.9,1.24,6.28,22.08,2.0,2.9,0.14,0.14,6.84,7.73,3.9,0.04,50.7,1230.72,-,11.9,8.6,-19.7,-43.5,Sep 29 Ae6C,2.1,0.2,-0.53,83.8,-0.1,13.5,18.0,15.4,45.2,31.3,28.2,5.3,-18.04,1100000000.0,1080000000.0,2.56,1.58,65.92,48.45 - 98.45,-42.87,16.08,58.18,0.87,17560000.0,15282319.0,5.12,12.26,-5.73,-19.79,-16.69,-39.62,1.28,2.32,4.34 4.50,56.05,56.24,0.34
MUSA,Murphy USA Inc.,Consumer Cyclical ,,6740000000.0,548500000.0,21250000000.0,31.84,10.53,1.28,0.43,6245.0,Yes,Yes,2.7,13.53,18.22,3.01,0.32,9.27,28.04,11.02,0.7,1.0,2.37,2.35,6.17,21.81,16.2,7.57,14.1,-36.22,,21.7,8.4,51.9,57.4,Oct 26 Ae6C,3.68,1.4,-28.94,89.9,0.12,13.2,68.9,18.2,10.1,3.8,2.6,5.1,23.58,23950000.0,21360000.0,11.07,7.41,274.67,160.74 - 303.09,-2.64,83.59,61.02,1.44,318970.0,459986.0,3.9,10.97,11.44,22.35,66.81,48.11,0.86,8.93,3.39 2.97,283.18,295.1,4.21
MYNA,Mynaric AG,Technology ,,128810000.0,,6970000.0,4.05,,,,248.0,No,Yes,,,,,18.48,1.36,,,,,,,6.25,-2.81,,,,,-,,,-43.6,,,-14.77,0.1,0.0,19.22,,,,,,,,,-37.38,5240000.0,5240000.0,0.28,1.29,19.02,3.80 - 22.00,-75.05,44.47,48.35,1.13,11320.0,12821.0,-1.96,7.96,-39.0,-47.88,,-56.84,,0.69,14.84 11.65,5.3,5.49,3.58
MYPS,"PLAYSTUDIOS, Inc.",Communication Services ,,499850000.0,-7900000.0,281300000.0,2.32,1.77,,,504.0,Yes,Yes,2.5,,235.88,,1.78,1.73,2.27,14.62,7.0,7.0,0.0,0.0,8.73,-0.08,0.02,-0.01,-15.6,112.5,-,,,-3.4,153.1,Aug 09 Ae6C,8.93,0.3,9.65,25.8,0.42,-2.4,-2.7,-0.9,69.4,-6.4,-2.8,,-10.7,127190000.0,64920000.0,4.29,10.06,5.03,3.24 - 6.60,-39.24,23.77,59.85,0.43,277020.0,120096.0,3.35,12.64,2.56,-30.02,-10.69,1.52,,0.22,5.40 5.96,4.04,4.01,-0.74
NABL,"N-able, Inc.",Technology ,,1960000000.0,13400000.0,360400000.0,3.37,0.47,,,1448.0,Yes,Yes,2.0,142.84,29.77,,5.43,3.14,22.61,56.27,2.5,2.5,0.56,0.55,6.33,0.07,0.35,0.07,101.5,11.64,-,,,7.4,720.9,Nov 10 e9e6O,5.88,1.6,-0.68,99.8,0.03,1.3,2.2,2.3,85.0,11.0,3.7,0.0,5.52,180030000.0,179040000.0,1.07,5.25,11.67,8.12 - 14.41,-26.65,30.17,56.34,0.76,365980.0,279786.0,1.73,17.31,11.62,1.25,-17.93,-4.77,,0.52,5.99 4.94,10.38,10.57,1.83
NCNO,"nCino, Inc.",Technology ,,3280000000.0,-78700000.0,338800000.0,9.43,0.66,,,1681.0,Yes,Yes,2.1,,613.96,,9.69,3.13,44.68,,0.9,0.9,0.03,0.03,-9.75,-0.74,0.05,-0.02,-10.6,127.8,,,,49.8,-72.5,Sep 01 Ae6C,-11.89,2.0,-9.14,91.5,0.01,-7.0,-8.8,-4.3,58.7,-28.0,-23.2,,-21.45,110390000.0,109050000.0,5.58,8.04,41.0,23.94 - 77.36,-61.91,23.1,36.92,0.82,756230.0,621150.0,-1.27,-13.27,-2.16,-24.07,-57.66,-46.28,,1.66,4.44 4.60,29.98,29.47,-1.7
NCR,NCR Corporation,Technology ,,2600000000.0,62000000.0,7800000000.0,10.03,2.97,,,38000.0,Yes,Yes,1.8,46.14,5.64,11.54,0.33,1.93,6.53,3.44,0.8,1.1,4.09,4.01,-1.05,0.42,3.44,0.77,296.9,25.04,,-17.1,1.8,19.1,321.9,Oct 25 Ae6C,-24.69,0.2,0.0,98.5,0.55,0.6,5.2,3.6,24.4,4.8,0.9,0.0,-42.3,136600000.0,131870000.0,8.59,5.51,34.44,18.06 - 45.92,-57.8,7.31,35.23,0.73,2050000.0,1491083.0,-0.92,-7.05,-36.67,-51.56,-55.53,-51.79,1.67,1.07,4.23 4.31,19.35,19.38,0.16
NEM,Newmont Corporation,Basic Materials ,S&P 500,32430000000.0,742000000.0,12370000000.0,26.98,5.66,2.2,5.23,14400.0,Yes,Yes,2.0,45.05,18.6,,2.62,1.56,7.44,50.99,2.1,2.8,0.29,0.28,-0.02,0.93,2.26,0.41,-58.1,0.22,-,39.3,12.8,-0.2,-40.2,Nov 01 e9e6O,-1.81,0.1,-11.17,85.1,0.07,2.0,3.6,0.5,51.1,6.2,6.4,220.4,-30.0,794000000.0,792340000.0,1.9,1.49,56.14,40.00 - 86.37,-51.28,5.2,48.77,0.7,10140000.0,7130320.0,1.86,2.01,-8.8,-42.05,-26.96,-32.15,0.27,1.42,2.83 3.02,42.37,42.08,-0.68
NET,"Cloudflare, Inc.",Technology ,,17410000000.0,-289800000.0,812600000.0,1.79,5.08,,,3063.0,Yes,Yes,2.3,,612.73,,21.43,30.12,10.61,,5.5,5.5,2.47,2.47,-0.54,-0.91,0.09,0.0,-109.3,175.0,-,-69.8,50.6,53.9,-69.6,Nov 03 Ae6C,-10.84,0.1,-72.91,87.3,-0.05,-12.2,-41.9,-10.7,77.5,-30.1,-35.7,,-29.01,325200000.0,280560000.0,4.47,2.68,85.68,38.96 - 221.64,-75.67,38.4,47.65,0.51,4680000.0,2407723.0,4.25,-0.94,18.04,-45.38,-70.27,-59.0,,4.0,6.10 6.87,54.38,53.92,-0.85
NEWR,"New Relic, Inc.",Technology ,,3920000000.0,-222200000.0,821500000.0,4.65,13.02,,,2217.0,Yes,Yes,2.4,,89.88,,4.77,12.64,4.52,122.39,1.1,1.1,1.61,0.0,4.69,-3.4,0.65,-0.06,-22.9,581.25,,-26.8,24.4,19.9,38.9,Nov 08 Ae6C,-1.22,5.7,-5.76,88.1,-0.12,-16.5,-67.8,-27.9,68.2,-25.6,-27.1,,-8.84,66420000.0,54120000.0,3.2,3.07,70.45,41.66 - 129.70,-54.68,41.09,55.73,0.45,563970.0,255214.0,5.43,8.17,-0.17,-12.96,-24.28,-46.54,0.94,2.48,3.75 4.30,58.29,58.78,0.84
NFE,New Fortress Energy Inc.,Utilities ,,10320000000.0,209600000.0,2040000000.0,8.99,0.69,0.4,0.78,671.0,Yes,Yes,2.0,53.2,11.8,,5.05,5.7,74.64,,1.1,1.2,2.21,2.16,12.1,0.96,4.34,0.61,128.2,147.21,-,34.9,128.2,161.3,,Nov 08 e9e6O,-1.16,0.2,0.0,49.0,0.08,3.0,11.3,3.8,55.3,27.5,10.3,29.8,25.29,209670000.0,94010000.0,5.61,5.06,63.62,19.17 - 63.06,-18.76,167.24,59.0,1.59,1040000.0,1659752.0,13.87,18.67,13.07,27.37,61.56,112.22,1.64,2.47,4.12 5.14,50.73,51.23,0.99
NFLX,"Netflix, Inc.",Communication Services ,S&P 500,116320000000.0,4790000000.0,31470000000.0,46.14,14.85,,,11300.0,Yes,Yes,2.6,26.63,26.97,5.06,3.7,6.12,19.03,162.23,1.1,1.1,0.68,0.68,17.84,10.61,10.47,0.55,81.3,2.28,,90.5,27.5,5.9,-2.5,Oct 18 Ae6C,19.91,1.45,0.0,78.0,-0.09,11.0,27.6,16.7,39.6,18.2,16.0,0.0,1.52,444880000.0,438240000.0,2.51,1.01,270.41,162.71 - 700.99,-59.71,73.59,65.83,1.21,10950000.0,13260633.0,15.24,24.75,32.04,34.56,-57.51,-53.12,1.23,15.15,5.84 5.69,289.57,282.45,-2.46
NI,NiSource Inc.,Utilities ,S&P 500,9880000000.0,667800000.0,5420000000.0,13.97,0.19,0.94,3.81,7272.0,Yes,Yes,2.0,16.05,15.92,2.2,1.82,1.77,126.94,123.76,0.5,0.6,1.78,1.68,-2.93,1.54,1.55,0.12,773.1,6.75,,4.4,1.8,20.0,10.0,Nov 07 e9e6O,-12.63,0.1,0.0,98.8,1.64,2.8,12.4,5.8,67.2,21.7,12.3,54.9,-15.73,406400000.0,404410000.0,2.72,2.8,31.83,23.78 - 32.58,-24.29,3.74,40.03,0.77,3940000.0,3047070.0,-0.88,-12.02,-15.51,-19.33,-1.52,-10.65,0.44,0.82,2.20 3.29,24.49,24.67,0.73
NICE,NICE Ltd.,Technology ,,12360000000.0,226100000.0,2070000000.0,44.79,22.39,,,7102.0,Yes,Yes,1.7,57.03,23.17,4.64,5.98,4.31,8.62,31.04,2.0,2.0,0.23,0.16,1.15,3.38,8.33,1.87,0.0,11.76,,8.2,13.6,16.2,45.6,Nov 10 e9e6O,-5.09,0.13,0.0,66.0,-0.13,4.9,8.0,6.1,68.2,14.0,10.9,0.0,-10.12,63810000.0,63530000.0,2.99,9.46,275.91,178.28 - 319.88,-39.69,8.22,49.08,1.05,200880.0,211480.0,2.62,1.87,-3.62,-7.25,-31.47,-36.45,0.87,5.6,2.40 2.83,191.72,192.93,0.63
NIO,NIO Inc.,Consumer Cyclical ,,15450000000.0,-1332100000.0,5530000000.0,2.73,4.29,,,15204.0,Yes,Yes,1.8,,,,2.79,3.46,2.2,,1.8,1.9,0.63,0.38,-32.82,-0.83,-1.5,-1.14,-41.7,65.0,,-14.4,,21.8,-298.8,Sep 07 e9e6O,-45.7,0.47,0.0,37.1,-1.33,-11.5,-30.7,-8.8,16.2,-21.2,-24.1,,-52.36,1630000000.0,1510000000.0,3.84,1.31,31.86,10.41 - 44.27,-78.65,-9.22,21.58,3.74,44340000.0,166010244.0,-22.6,-46.43,-50.37,-45.41,-75.69,-70.17,1.96,1.22,10.59 7.85,11.21,9.45,-15.7
NIU,Niu Technologies,Consumer Cyclical ,,201990000.0,17200000.0,501300000.0,2.05,1.55,,,702.0,Yes,Yes,1.6,14.18,4.19,4.99,0.4,1.31,1.73,,1.3,1.7,0.27,0.0,-28.0,0.19,0.64,,32.0,88.2,,23.0,59.9,-12.4,-84.1,Aug 15 e9e6O,-45.22,,,40.7,-5.12,5.1,9.9,9.9,20.6,2.4,3.4,0.0,-68.42,87930000.0,68570000.0,1.19,1.62,13.37,3.00 - 27.81,-90.36,-10.67,20.16,3.06,502650.0,1537760.0,-20.0,-41.1,-58.06,-69.02,-88.94,-83.36,0.7,0.26,8.03 6.80,3.15,2.68,-14.92
