Tickers,Company,Sector,Index,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend % %,Employees,Optionable,Shortable,Recom,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20 %,EPS (ttm),EPS next Y,EPS next Q,EPS this Y %,EPS next Y %,EPS next 5Y,EPS past 5Y %,Sales past 5Y %,Sales Q/Q %,EPS Q/Q %,Earnings,SMA50 %,Insider Own %,Insider Trans %,Inst Own %,Inst Trans %,ROA %,ROE %,ROI %,Gross Margin %,Oper. Margin %,Profit Margin %,Payout %,SMA200 %,Shs Outstand,Shs Float,Short Float %,Short Ratio,Target Price,52W Range,52W High %,52W Low %,RSI (14),Rel Volume,Avg Volume,Volume,Perf Week %,Perf Month %,Perf Quarter %,Perf Half Y %,Perf Year %,Perf YTD %,Beta,ATR,Volatility %,Prev Close,Price,Change %
HUBS,"HubSpot, Inc.",Technology ,,14650000000.0,-95800000.0,1530000000.0,18.23,26.0,,,7045.0,Yes,Yes,1.7,,105.03,,9.6,16.77,11.76,65.2,2.3,2.3,0.52,0.52,-9.81,-2.01,2.91,0.51,12.6,27.74,,-5.1,36.9,35.7,-124.4,Aug 04 Ae6C,-6.48,4.9,-2.11,93.9,1.55,-4.8,-12.3,-5.0,80.8,-5.8,-6.9,,-30.34,47810000.0,45630000.0,5.04,3.15,417.34,257.21 - 866.00,-64.71,18.83,42.21,0.93,729700.0,682179.0,-1.76,-21.14,3.71,-20.75,-54.38,-53.63,1.54,20.81,7.25 5.04,333.1,305.64,-8.24
HZNP,Horizon Therapeutics Public Limited Company,Healthcare ,,14700000000.0,765000000.0,3810000000.0,21.5,8.29,,,2015.0,Yes,Yes,1.7,19.89,12.11,2.12,3.86,2.99,7.77,10.92,3.8,4.0,0.52,0.52,4.46,3.24,5.32,1.07,25.3,15.84,,33.3,26.9,5.3,-61.6,Aug 03 e9e6O,-10.33,0.3,-52.89,95.1,1.0,8.8,16.2,8.5,75.4,22.2,20.1,0.0,-29.32,230020000.0,227910000.0,2.03,1.75,105.82,57.84 - 120.54,-46.58,11.32,48.14,1.13,2650000.0,2979581.0,7.98,-4.56,-21.09,-36.47,-38.78,-40.25,1.22,2.24,3.43 3.07,66.68,64.39,-3.43
IAC,IAC/InterActiveCorp,Communication Services ,,5730000000.0,-1033700000.0,4770000000.0,69.05,20.7,,,13200.0,Yes,Yes,1.9,,,,1.2,0.94,3.14,,2.1,2.1,0.34,0.34,-3.93,-11.95,-0.47,-0.54,98.0,134.6,-,70.2,3.3,64.3,-531.6,Aug 09 Ae6C,-9.22,0.9,0.0,91.3,-1.82,-9.3,-15.1,-3.0,60.8,-7.8,-21.7,,-33.77,86750000.0,78720000.0,2.5,3.23,118.33,61.43 - 158.81,-59.11,5.71,43.08,0.95,609980.0,578847.0,4.64,-14.74,-15.49,-31.35,-50.38,-50.32,1.64,2.96,3.93 3.78,69.77,64.94,-6.92
IBM,International Business Machines Corporation,Technology ,DJIA S&P500,113640000000.0,5730000000.0,59680000000.0,21.53,8.46,6.6,5.19,307600.0,Yes,Yes,2.7,20.16,12.66,2.09,1.9,5.91,15.04,,0.8,0.9,2.59,2.28,-3.71,6.31,10.05,1.79,13.4,7.55,,-16.2,-6.4,9.3,82.2,Jul 18 Ae6C,-4.43,0.1,-0.18,57.8,1.73,,,6.5,54.0,,,,-3.41,903180000.0,902340000.0,2.64,4.93,143.03,114.56 - 144.73,-12.08,11.08,39.54,0.94,4830000.0,4552384.0,0.42,-5.04,-5.82,2.67,-3.57,-4.8,0.84,2.14,1.45 1.58,130.66,127.25,-2.61
ICE,"Intercontinental Exchange, Inc.",Financial ,S&P 500,55400000000.0,3370000000.0,9480000000.0,40.89,1.5,1.52,1.52,8936.0,Yes,Yes,2.1,16.71,17.46,2.67,5.85,2.44,66.74,24.22,1.0,1.0,0.79,0.79,-5.12,5.98,5.72,1.27,90.8,6.98,,24.6,9.0,13.1,-55.3,Aug 04 e9e6O,-1.94,0.3,-6.25,92.3,0.91,1.8,15.0,8.8,77.6,52.9,35.6,23.6,-13.96,558000000.0,550890000.0,0.89,1.83,130.46,90.05 - 139.79,-28.56,10.89,41.02,0.97,2670000.0,2586174.0,-0.05,-8.95,3.14,-20.88,-15.77,-26.99,0.89,2.28,1.83 2.02,104.09,99.86,-4.06
ICLR,ICON Public Limited Company,Healthcare ,,17150000000.0,209900000.0,7590000000.0,100.08,7.79,,,40500.0,Yes,Yes,2.1,86.12,16.54,5.11,2.26,2.16,27.81,19.53,1.2,1.2,0.62,0.61,-3.19,2.52,13.1,2.94,-63.9,11.95,,-13.5,26.9,122.1,1.6,Jul 27 Ae6C,-3.24,4.0,0.0,99.8,3.18,1.2,2.6,2.5,27.7,6.6,2.8,0.0,-9.84,81400000.0,80960000.0,1.43,2.57,266.4,196.34 - 313.00,-30.78,10.35,45.71,2.2,450790.0,993861.0,3.79,-10.18,3.66,-1.01,-15.62,-30.04,0.99,8.45,4.65 3.35,232.99,216.67,-7.0
IDCC,"InterDigital, Inc.",Communication Services ,,1350000000.0,87200000.0,481300000.0,22.32,31.27,1.4,2.99,510.0,Yes,Yes,2.3,16.73,14.03,0.73,2.8,2.1,1.5,19.14,4.4,4.4,0.89,0.89,-8.89,2.8,3.33,0.39,22.7,39.83,,-27.4,-8.6,42.2,223.0,Aug 04 e9e6O,-17.64,1.6,-1.22,89.1,2.12,5.3,12.0,4.8,,27.3,18.1,36.9,-25.63,30410000.0,29250000.0,7.43,8.27,88.0,45.20 - 74.27,-37.01,3.5,29.92,0.8,262690.0,211323.0,0.34,-16.45,-24.5,-23.86,-32.84,-34.69,1.01,1.67,3.02 2.68,49.24,46.78,-5.0
IDXX,"IDEXX Laboratories, Inc.",Healthcare ,S&P 500,28980000000.0,664000000.0,3310000000.0,5.45,1.38,,,10350.0,Yes,Yes,2.3,45.29,36.36,4.95,8.76,64.3,253.36,66.02,0.6,0.9,3.02,1.68,-3.25,7.74,9.64,2.05,28.3,20.46,,28.6,12.6,4.2,-33.5,Aug 02 e9e6O,-6.76,0.9,0.0,91.7,1.8,26.5,104.5,48.0,58.7,25.8,20.1,0.0,-24.49,83920000.0,82460000.0,2.34,3.34,491.71,318.50 - 689.95,-49.21,10.03,42.41,1.56,576710.0,898265.0,2.55,-11.6,4.23,-27.94,-46.5,-46.78,1.17,13.15,3.60 3.23,376.59,350.43,-6.95
IIIV,"i3 Verticals, Inc.",Technology ,,686560000.0,-12600000.0,303600000.0,9.27,0.28,,,1438.0,Yes,Yes,2.1,,12.94,,2.26,2.27,76.28,15.43,0.7,0.7,1.49,1.49,-10.83,-0.57,1.63,0.36,-651.5,11.81,-,-20.7,2.3,27.7,-12.1,Aug 08 Ae6C,-17.28,0.95,-0.74,97.03,3.31,-1.7,-6.2,-0.2,77.1,-1.7,-4.2,,-14.4,22230000.0,22050000.0,4.44,6.25,30.43,17.80 - 30.26,-30.4,18.31,25.84,1.42,156540.0,221517.0,-5.43,-17.35,-3.35,-11.62,-20.86,-7.59,1.28,0.97,3.59 3.63,22.25,21.06,-5.35
ILMN,"Illumina, Inc.",Healthcare ,S&P 500,30970000000.0,-20000000.0,4690000000.0,66.52,8.53,,,9800.0,Yes,Yes,2.7,,50.68,,6.6,2.99,23.34,584.29,0.8,1.0,0.17,0.05,-3.95,-0.08,3.93,0.32,13.9,39.67,,10.1,13.5,3.2,-370.8,Aug 11 Ae6C,-3.21,0.1,-3.72,89.2,0.07,-0.1,-0.2,-2.0,67.5,-19.2,-0.4,,-31.11,157000000.0,156630000.0,2.78,2.74,243.18,173.45 - 461.08,-56.81,14.8,44.65,0.9,1590000.0,1426014.0,-0.95,-4.42,2.48,-34.95,-56.03,-47.66,1.16,10.13,3.38 4.55,212.49,199.12,-6.29
IMXI,"International Money Express, Inc.",Technology ,,873060000.0,52300000.0,499500000.0,4.19,3.06,,,674.0,Yes,Yes,2.2,17.52,12.85,31.85,1.75,5.57,7.62,,2.3,2.3,0.51,0.48,-2.38,1.33,1.82,0.4,36.0,17.23,,,,17.3,20.2,Aug 03 e9e6O,-0.9,1.6,-54.7,79.4,-2.08,15.3,35.5,22.7,,15.1,10.5,0.0,19.85,38260000.0,32500000.0,3.07,1.98,27.4,14.66 - 26.23,-10.98,59.28,48.1,0.62,504150.0,312678.0,3.73,-4.81,22.51,29.72,32.44,46.3,0.6,0.72,2.32 2.69,23.6,23.35,-1.06
INCY,Incyte Corporation,Healthcare ,S&P 500,15520000000.0,945000000.0,3320000000.0,18.43,11.96,,,2094.0,Yes,Yes,2.2,16.03,15.58,1.08,4.67,3.7,5.7,23.34,3.9,3.9,0.01,0.01,-5.58,4.25,4.37,0.74,415.0,39.13,,51.4,22.0,29.1,7.3,Aug 02 e9e6O,-9.92,0.5,-4.68,98.2,3.23,19.4,25.4,25.3,95.3,21.6,28.5,0.0,-8.02,221660000.0,218900000.0,3.07,4.71,87.53,61.91 - 84.86,-19.7,10.06,34.26,0.9,1430000.0,1278010.0,-1.4,-7.91,0.58,-5.61,-5.95,-7.17,0.67,1.73,2.72 2.29,70.53,68.14,-3.39
INFA,Informatica Inc.,Technology ,,5990000000.0,-97300000.0,1500000000.0,7.06,2.09,,,5500.0,Yes,Yes,1.9,,23.65,,3.98,3.05,10.29,29.98,1.4,1.4,0.93,0.92,-3.97,-0.48,0.91,0.17,34.9,20.4,,,,8.8,13.3,Jul 27 Ae6C,-1.46,0.7,-12.29,46.5,5.96,-2.0,-5.5,0.1,77.0,-0.6,-6.5,,-9.01,280420000.0,66750000.0,5.58,8.64,26.2,16.20 - 40.13,-46.42,32.72,44.97,0.5,430690.0,216072.0,-1.01,-6.93,21.06,28.13,,-41.86,,0.87,2.94 4.03,22.15,21.5,-2.93
INMD,InMode Ltd.,Healthcare ,,2690000000.0,172400000.0,404200000.0,5.51,5.4,,,362.0,Yes,Yes,1.3,16.31,13.69,0.49,6.66,5.94,6.07,14.87,8.3,8.8,0.0,0.0,-0.02,2.01,2.39,0.53,115.2,10.89,,225.4,73.0,30.0,9.0,Jul 28 e9e6O,4.72,16.61,0.0,60.0,-3.08,36.0,41.6,39.6,84.0,45.3,42.7,0.0,-16.3,82220000.0,69210000.0,9.03,3.63,51.0,20.60 - 99.27,-67.01,58.98,51.43,1.09,1720000.0,1881484.0,7.06,-11.44,47.86,-4.74,-46.8,-53.6,,1.68,4.82 4.46,33.58,32.75,-2.47
INTC,Intel Corporation,Technology ,DJIA S&P500,119880000000.0,19110000000.0,73390000000.0,24.69,6.61,1.46,4.98,121100.0,Yes,Yes,2.9,6.28,11.02,,1.63,1.19,4.43,7.75,1.4,1.9,0.35,0.32,-11.87,4.66,2.66,0.35,-1.6,17.62,,18.1,5.9,-22.0,-108.9,Jul 28 Ae6C,-18.18,0.06,1.07,64.2,0.97,11.2,19.6,13.2,49.8,20.2,26.0,30.4,-33.88,4110000000.0,4100000000.0,1.37,1.45,39.13,29.91 - 56.28,-47.96,-2.07,26.91,1.82,39010000.0,70975639.0,-3.52,-18.89,-22.45,-34.03,-46.74,-43.13,0.64,0.97,3.03 2.75,31.56,29.29,-7.19
INTU,Intuit Inc.,Technology ,S&P 500,119590000000.0,2070000000.0,12730000000.0,58.1,11.78,3.12,0.73,17300.0,Yes,Yes,1.7,59.25,26.85,3.47,9.4,7.39,36.45,40.43,1.4,1.4,0.42,0.39,-4.8,7.25,15.99,1.23,-3.7,15.98,,14.0,19.6,-5.7,-114.5,Aug 23 Ae6C,-2.0,0.2,-9.95,86.4,-0.09,8.5,14.1,9.0,81.1,20.2,16.2,35.8,-10.82,283000000.0,273950000.0,0.83,1.45,549.61,339.36 - 716.86,-40.11,26.51,43.9,1.08,1560000.0,1683145.0,2.52,-11.78,17.95,1.1,-22.98,-33.26,1.18,14.89,3.07 2.78,455.37,429.31,-5.72
INVZ,Innoviz Technologies Ltd.,Consumer Cyclical ,,721150000.0,-118700000.0,7300000.0,1.85,1.63,,,404.0,Yes,Yes,2.0,,,,98.79,2.92,3.31,,8.1,8.3,0.0,0.0,5.75,-0.81,-0.93,-0.28,-88.4,10.1,-,,,80.0,57.0,Aug 10 e9e6O,16.88,7.35,0.0,46.9,15.51,-36.2,-41.5,-52.9,-78.5,,,,22.26,134990000.0,121620000.0,2.4,1.77,8.67,2.89 - 8.03,-32.63,87.2,57.99,1.22,1650000.0,2004665.0,7.98,-11.53,55.91,73.95,-18.52,-14.67,,0.34,5.66 5.94,5.57,5.41,-2.87
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare ,,6320000000.0,-28200000.0,848800000.0,4.41,14.8,,,660.0,Yes,Yes,2.7,,,,7.44,10.49,3.13,73.05,8.1,8.2,2.01,2.0,5.41,-0.2,-2.73,-0.74,93.6,-3.6,-,16.5,16.8,6.4,-29.2,Aug 09 e9e6O,11.95,0.5,-1.37,95.1,0.27,-1.1,-4.3,-1.9,98.3,-1.0,-3.3,,28.28,141790000.0,141100000.0,4.41,6.81,50.17,25.04 - 48.82,-5.26,84.7,59.26,1.65,914240.0,1508426.0,11.04,4.88,38.06,41.52,27.52,51.99,0.65,1.89,5.01 3.42,48.66,46.25,-4.95
IOT,Samsara Inc.,Technology ,,6410000000.0,-420500000.0,535700000.0,1.86,1.64,,,1616.0,Yes,Yes,2.0,,,,11.97,6.86,7.76,,2.9,3.0,0.0,0.0,-13.65,-0.82,-0.18,-0.07,-67.2,20.8,-,,,52.0,-100.3,Aug 31 Ae6C,-13.13,5.0,-2.29,69.1,5.03,-30.7,-73.9,-35.9,71.2,-78.4,-78.5,,-20.28,511760000.0,107190000.0,5.94,4.21,18.86,8.72 - 31.41,-59.38,46.33,37.51,0.72,1510000.0,1081783.0,-2.15,-22.85,26.84,-8.79,,-54.61,,0.9,4.17 6.54,13.36,12.76,-4.49
IOVA,"Iovance Biotherapeutics, Inc.",Healthcare ,,1670000000.0,-376400000.0,,3.01,2.79,,,319.0,Yes,Yes,1.9,,,,,3.65,3.94,,6.7,6.7,0.0,0.0,-4.28,-2.4,-2.41,-0.64,-18.9,11.0,-,-3.8,,,-19.4,Aug 04 Ae6C,-7.38,0.1,,,3.39,-51.6,-64.2,,,,,,-22.89,157270000.0,145020000.0,13.55,5.86,26.38,6.18 - 27.96,-60.69,77.83,46.0,0.81,3350000.0,2706954.0,9.68,-13.19,43.1,-11.23,-50.78,-42.43,0.48,0.69,6.27 5.61,11.6,10.99,-5.26
IRDM,Iridium Communications Inc.,Communication Services ,,5590000000.0,-600000.0,661200000.0,9.2,,,,537.0,Yes,Yes,1.5,,189.62,,8.46,4.82,,19.37,3.0,3.2,1.35,1.33,-1.9,-0.0,0.23,0.02,83.4,154.35,,-15.8,7.2,16.7,23.8,Jul 26 e9e6O,3.12,1.3,-3.43,87.2,-0.24,0.0,0.0,2.3,74.4,9.8,-0.1,,13.05,128350000.0,113920000.0,5.35,11.27,51.4,31.73 - 47.73,-7.04,39.84,49.3,0.89,540930.0,483452.0,-5.72,-3.65,27.5,18.99,-5.56,7.46,1.16,1.39,4.09 2.85,45.48,44.37,-2.44
IRM,Iron Mountain Incorporated,Real Estate ,S&P 500,15560000000.0,371700000.0,4830000000.0,2.23,0.51,2.47,4.52,26750.0,Yes,Yes,2.1,43.04,28.37,6.68,3.22,24.57,107.52,,0.9,0.9,15.58,15.45,1.6,1.27,1.93,0.44,30.3,10.03,,30.4,5.0,15.2,-27.6,Aug 04 e9e6O,7.79,0.7,-2.3,79.4,0.12,2.5,46.0,6.7,68.9,18.5,7.7,144.9,9.15,290540000.0,288160000.0,5.96,10.34,55.17,41.67 - 58.61,-6.52,31.49,57.06,1.03,1660000.0,1716390.0,5.92,1.41,13.27,14.07,16.08,4.7,0.78,1.44,2.46 2.28,56.54,54.79,-3.1
IS,ironSource Ltd.,Technology ,,2670000000.0,66100000.0,671200000.0,1.16,0.57,,,995.0,Yes,Yes,2.0,64.26,16.61,2.62,3.98,3.38,6.91,28.94,2.2,2.2,0.0,0.0,-5.0,0.06,0.24,0.05,13.1,11.85,,,,35.4,21.2,Aug 10 e9e6O,2.33,23.13,0.0,50.2,-7.11,4.5,5.9,5.6,81.1,11.3,9.8,0.0,-20.68,1020000000.0,191440000.0,9.82,1.04,4.93,2.20 - 13.14,-70.17,78.18,47.66,2.63,18150000.0,47682777.0,3.7,-2.24,67.52,-14.04,-65.12,-49.35,,0.35,6.69 7.36,4.18,3.92,-6.22
ISRG,"Intuitive Surgical, Inc.",Healthcare ,S&P 500,75260000000.0,1430000000.0,5960000000.0,33.57,12.82,,,9793.0,Yes,Yes,2.1,54.0,38.75,8.37,12.62,6.3,16.49,58.16,4.7,5.4,0.0,0.0,-2.81,3.92,5.46,1.12,58.6,17.95,,17.4,16.1,4.0,-40.3,Jul 21 Ae6C,-3.78,0.5,-5.95,86.3,-0.83,10.7,12.1,13.9,68.2,28.5,24.1,0.0,-19.51,358100000.0,355300000.0,1.73,3.08,256.2,186.83 - 369.69,-42.82,13.15,44.58,1.18,2000000.0,2359843.0,4.5,-11.31,8.43,-19.86,-38.3,-41.16,1.31,6.68,3.33 2.76,222.02,211.4,-4.78
IT,"Gartner, Inc.",Technology ,S&P 500,23550000000.0,735700000.0,5100000000.0,-1.78,4.63,,,16600.0,Yes,Yes,2.1,34.17,32.4,4.95,4.62,,65.31,21.61,0.6,0.6,,,0.52,8.86,9.34,1.87,210.8,2.0,,31.9,14.1,17.9,-19.2,Aug 02 e9e6O,8.8,2.8,-2.11,94.8,-0.85,10.5,432.2,26.1,69.4,18.2,14.4,0.0,6.76,80270000.0,76610000.0,1.49,2.61,327.75,221.39 - 368.99,-17.96,36.74,57.12,2.16,437780.0,944464.0,4.24,-1.71,30.07,10.5,-2.14,-9.45,1.41,7.0,2.00 2.14,311.32,302.72,-2.76
ITRN,Ituran Location and Control Ltd.,Technology ,,492720000.0,34400000.0,281500000.0,6.72,1.61,0.56,2.34,2814.0,Yes,Yes,2.5,14.36,10.45,0.94,1.75,3.56,14.84,52.42,1.3,1.6,0.15,0.03,-7.41,1.67,2.29,0.46,112.9,24.46,,1.5,6.3,8.7,-2.4,Aug 29 e9e6O,-5.41,28.5,0.0,55.6,-7.27,11.5,25.3,26.1,47.0,20.2,12.2,25.2,-0.98,20460000.0,12130000.0,0.36,1.26,23.5,19.73 - 29.85,-19.83,21.29,34.67,0.4,34090.0,13563.0,-0.13,-10.07,4.96,8.62,-8.98,-10.27,1.18,0.81,2.17 3.26,24.5,23.93,-2.33
JAMF,Jamf Holding Corp.,Technology ,,2680000000.0,-142900000.0,423300000.0,5.79,1.57,,,2212.0,Yes,Yes,2.0,,86.25,,6.32,3.98,14.69,68.82,1.0,1.0,0.52,0.52,-6.06,-1.2,0.27,0.03,-187.5,108.59,-,,,34.1,-276.9,Aug 04 Ae6C,-8.85,1.4,-11.32,99.4,0.37,-9.6,-19.7,-6.5,73.7,-33.5,-33.8,,-23.28,119940000.0,119900000.0,2.83,7.12,33.78,19.68 - 49.27,-53.26,17.0,42.37,0.88,477120.0,420372.0,5.02,-14.92,-4.4,-26.52,-39.84,-39.41,,1.09,4.39 3.81,24.45,23.03,-5.81
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials ,S&P 500,17700000000.0,940700000.0,13970000000.0,31.89,1.2,1.6,0.94,33045.0,Yes,Yes,2.1,19.27,17.19,0.96,1.27,5.36,142.99,,,1.2,0.39,0.28,-5.51,8.87,9.95,2.46,50.6,2.89,,13.4,13.2,31.9,50.3,Jul 19 Ae6C,-3.38,0.6,-0.22,80.5,0.38,13.6,29.8,18.3,17.1,9.2,6.7,15.6,-7.11,104250000.0,82410000.0,3.41,4.07,200.83,153.92 - 218.18,-21.62,11.1,40.29,1.17,690480.0,807370.0,2.27,-12.37,6.6,-12.46,-0.41,-16.34,1.12,4.66,2.46 2.44,174.56,171.0,-2.04
JD,"JD.com, Inc.",Consumer Cyclical ,,91060000000.0,-951300000.0,144700000000.0,18.63,18.31,,,385357.0,Yes,Yes,1.8,,2.94,,0.63,3.08,3.14,12.34,1.0,1.3,0.19,0.12,-3.86,-0.62,19.56,4.31,-107.2,32.49,,-9.9,29.8,5.4,453.4,Aug 23 e9e6O,-5.21,5.76,0.0,22.0,-6.8,-1.3,-3.2,0.8,13.7,0.5,-0.7,,-8.89,1560000000.0,1290000000.0,1.26,1.97,85.17,40.54 - 90.41,-36.48,41.67,43.19,0.89,8200000.0,7294463.0,-3.24,0.67,-2.55,37.12,-26.56,-15.97,0.34,2.65,2.90 3.87,61.79,57.43,-7.06
JKHY,"Jack Henry & Associates, Inc.",Technology ,S&P 500,14150000000.0,362900000.0,1940000000.0,18.96,0.67,1.96,1.01,6847.0,Yes,Yes,2.8,39.32,34.77,2.81,7.28,10.24,290.04,42.79,1.1,1.1,0.08,0.08,-2.6,4.94,5.58,1.45,20.0,10.62,,11.0,7.0,7.2,6.2,Aug 16 Ae6C,-2.2,0.4,-1.12,94.1,0.46,15.6,27.0,24.4,41.9,24.4,18.7,28.5,6.26,72860000.0,72230000.0,2.95,4.39,196.5,147.50 - 212.62,-8.71,31.59,43.06,0.7,484140.0,338587.0,-0.16,-7.08,9.71,7.96,15.23,16.23,0.65,4.32,1.92 2.04,200.17,194.1,-3.03
JKS,"JinkoSolar Holding Co., Ltd.",Technology ,,3090000000.0,-23200000.0,8460000000.0,42.68,38.33,,,31030.0,Yes,Yes,2.7,,10.49,,0.36,1.44,1.61,,0.8,1.1,3.63,0.96,3.07,-0.51,5.87,0.71,172.2,34.14,,-11.2,13.8,137.6,-86.9,Aug 26 e9e6O,-1.84,1.0,0.0,56.8,2.16,-0.2,-1.3,1.9,15.3,0.6,-0.3,,15.39,49470000.0,43330000.0,5.96,2.04,58.8,35.41 - 76.92,-19.86,74.08,52.01,0.71,1270000.0,897568.0,4.55,-4.08,5.6,59.52,27.88,34.12,0.7,3.39,5.01 5.01,61.57,61.64,0.11
JNJ,Johnson & Johnson,Healthcare ,DJIA S&P500,424340000000.0,18370000000.0,95590000000.0,29.04,12.38,4.52,2.8,141700.0,Yes,Yes,2.4,23.45,15.23,5.77,4.44,5.56,13.03,49.29,1.2,1.4,0.43,0.37,-2.43,6.88,10.59,2.52,44.7,5.21,,5.7,5.5,3.0,-23.2,Jul 19 e9e6O,-5.31,0.09,-4.75,70.7,0.4,10.2,24.9,19.4,67.9,21.3,19.2,61.7,-6.27,2630000000.0,2630000000.0,0.46,1.79,187.52,155.72 - 186.69,-13.58,3.6,37.26,0.98,6810000.0,6701224.0,-1.13,-2.4,-5.55,-6.03,-2.7,-5.69,0.61,2.63,1.40 1.50,165.64,161.33,-2.6
JNPR,"Juniper Networks, Inc.",Technology ,S&P 500,8930000000.0,390900000.0,4930000000.0,13.24,3.19,0.84,3.0,10191.0,Yes,Yes,2.7,23.71,12.66,1.64,1.81,2.12,8.78,,1.4,1.6,0.0,0.38,-3.32,1.18,2.21,0.5,-0.9,19.81,,-13.0,-1.0,8.3,84.2,Jul 26 Ae6C,-1.97,0.3,-10.51,94.8,-1.03,4.4,9.1,4.5,56.6,9.9,7.9,67.6,-12.16,321000000.0,318200000.0,3.24,2.9,33.12,26.20 - 38.14,-26.53,6.95,44.37,0.75,3550000.0,2676400.0,0.94,-3.08,-0.18,-15.83,-0.78,-21.53,0.86,0.79,2.45 2.56,29.41,28.02,-4.73
JOBY,"Joby Aviation, Inc.",Industrials ,,3310000000.0,-185700000.0,,2.11,1.96,,,1124.0,Yes,Yes,2.6,,,,,2.67,2.87,,39.2,39.2,0.0,0.0,1.01,-0.39,-0.62,-0.15,63.0,-7.7,,,,,90.9,Aug 11 Ae6C,0.98,0.2,-3.29,28.9,9.07,-12.8,-14.5,,,,,,1.25,581270000.0,345980000.0,9.1,7.24,8.6,3.61 - 11.10,-49.3,55.96,51.02,0.6,4350000.0,2597343.0,6.83,-14.05,16.56,32.16,-36.6,-22.88,,0.31,4.47 4.52,5.84,5.63,-3.6
K,Kellogg Company,Consumer Defensive ,S&P 500,23890000000.0,1490000000.0,14580000000.0,12.04,,2.36,3.33,31000.0,Yes,Yes,3.1,16.34,16.52,7.11,1.64,5.88,,46.85,0.4,0.7,1.72,1.43,-4.67,4.33,4.29,0.97,16.4,3.65,,17.0,1.8,8.7,-14.0,Aug 04 e9e6O,-3.79,16.7,-3.29,87.1,0.23,8.0,39.5,11.8,30.1,11.7,10.2,53.1,4.26,339000000.0,315950000.0,3.67,4.62,74.04,59.54 - 76.99,-8.01,18.95,36.11,0.87,2510000.0,2186768.0,-2.01,-6.35,2.85,17.54,11.7,9.93,0.43,1.4,2.27 1.77,72.64,70.82,-2.51
KD,"Kyndryl Holdings, Inc.",Technology ,,2390000000.0,-1911000000.0,17850000000.0,9.39,8.48,,,90000.0,Yes,Yes,3.0,,,,0.13,1.15,1.28,,1.2,1.2,1.51,1.47,-0.52,-8.52,-0.49,-0.74,-15.2,59.4,-,,,-9.7,36.8,Aug 03 Ae6C,2.33,11.1,-48.53,62.8,41.36,-15.0,-59.4,-39.1,13.6,-8.9,-10.7,,-18.16,225300000.0,202880000.0,2.45,1.73,15.0,9.10 - 52.00,-79.15,19.12,50.73,0.59,2860000.0,1684008.0,2.26,-3.82,14.23,-3.9,,-40.11,,0.53,3.95 4.19,11.3,10.84,-4.07
KDP,Keurig Dr Pepper Inc.,Consumer Defensive ,S&P 500,52940000000.0,2180000000.0,13270000000.0,17.91,0.39,0.75,1.99,27500.0,Yes,Yes,2.3,24.71,20.43,3.49,3.99,2.1,95.9,32.94,0.4,0.6,0.49,0.48,-3.42,1.52,1.84,0.46,58.3,9.24,,-19.8,14.5,13.2,-51.5,Jul 28 e9e6O,-0.96,5.7,-0.31,54.6,0.54,4.3,8.7,5.6,53.1,21.2,16.4,48.9,1.54,1420000000.0,838740000.0,1.64,1.45,41.53,32.44 - 41.31,-8.76,16.18,41.98,0.71,9490000.0,6759476.0,0.32,-4.1,8.62,1.75,7.23,2.25,0.65,0.69,1.84 1.75,39.01,37.69,-3.38
KHC,The Kraft Heinz Company,Consumer Defensive ,S&P 500,42650000000.0,1280000000.0,25630000000.0,39.83,1.25,1.6,4.56,36000.0,Yes,Yes,2.7,33.87,12.71,,1.66,0.88,28.09,34.01,0.5,0.9,0.43,0.4,-7.38,1.03,2.76,0.59,180.7,2.8,,-25.8,-0.2,-0.9,,Jul 27 e9e6O,-7.72,8.3,-0.36,76.2,-4.62,1.6,3.1,3.6,32.0,11.3,5.9,129.2,-7.82,1230000000.0,781980000.0,1.94,2.06,41.94,32.78 - 44.87,-21.86,6.94,29.65,1.6,7350000.0,11726175.0,-6.33,-9.34,-2.72,-6.98,-4.31,-2.34,0.71,0.84,3.13 2.08,36.73,35.06,-4.55
KIND,"Nextdoor Holdings, Inc.",Communication Services ,,1190000000.0,-148200000.0,297700000.0,1.82,1.83,,,602.0,Yes,Yes,2.8,,,,3.98,1.79,1.78,,21.2,21.2,0.0,0.0,0.69,-0.66,-0.29,-0.09,65.6,54.5,-,,,48.3,-40.1,Aug 09 Ae6C,-2.87,0.4,,65.6,6.62,-20.6,-23.1,-12.7,83.9,,-49.8,,-36.87,385130000.0,152280000.0,3.3,1.89,3.95,2.47 - 18.59,-82.46,31.98,50.31,0.64,2660000.0,1708991.0,12.8,6.89,5.5,-36.2,-68.71,-58.68,,0.23,6.06 6.31,3.42,3.26,-4.68
